cntry,c2weight,gndr,eisced,netusoft,mnactic,hincfel,w4q50
SE,0.88769853,1,3,5,6,1,2
SE,0.95526284,1,3,5,6,1,3
SE,0.666924,2,7,5,6,1,3
SE,1.1658955,1,5,5,9,4,2
SE,0.7087887,1,4,5,1,1,2
SE,0.9542965,2,7,5,1,1,2
SE,0.71086335,1,4,5,6,1,2
SE,0.69379294,1,4,5,1,1,4
SE,0.50051105,2,5,5,1,1,3
SE,1.0717503,2,1,5,6,1,3
SE,0.9338504,1,3,5,6,2,3
SE,1.6720816,2,4,5,1,3,4
SE,0.4794999,1,7,4,6,1,3
SE,0.7478422,2,6,4,6,1,2
SE,1.1535819,1,6,5,1,1,4
SE,0.6396342,2,6,5,1,1,2
SE,1.1777939,2,5,5,6,1,2
SE,3.207501,1,4,5,NA,2,2
SE,0.6597016,1,2,5,1,1,3
SE,1.453926,1,5,5,1,2,3
SE,1.0047426,2,6,5,1,1,3
SE,0.5724075,2,7,5,1,1,2
SE,0.62324077,1,5,5,1,2,4
SE,0.6857711,2,6,5,6,2,4
SE,1.4064753,2,4,5,1,1,1
SE,0.5924159,2,3,4,1,1,2
SE,0.9466648,1,7,5,1,1,4
SE,0.84187984,1,1,5,6,1,3
SE,0.45528907,1,6,5,6,1,3
SE,0.7526452,1,4,5,1,1,3
SE,0.80884844,1,4,5,6,1,3
SE,1.091387,2,5,5,1,2,2
SE,0.6526282,2,3,5,6,4,3
SE,0.8136625,2,2,5,6,2,2
SE,1.789897,1,4,5,1,1,3
SE,0.7156119,2,3,5,1,1,2
SE,1.093832,1,5,5,8,1,4
SE,2.0177562,1,3,5,1,1,2
SE,0.88769853,1,3,5,6,1,3
SE,1.2985172,1,4,5,1,4,3
SE,0.7422589,1,5,5,6,1,4
SE,1.3605304,1,4,5,1,1,1
SE,1.4122164,1,4,5,1,1,2
SE,0.66672564,1,5,5,6,1,3
SE,1.3307189,2,4,5,2,2,3
SE,0.6342616,2,1,4,6,2,2
SE,0.50578284,1,7,5,1,1,3
SE,0.6618557,2,6,5,6,1,2
SE,1.6484351,1,4,5,1,3,2
SE,1.0508008,2,6,5,1,2,3
SE,1.082335,2,5,5,1,2,1
SE,1.187345,2,6,5,9,1,4
SE,1.6279641,2,3,5,1,1,3
SE,0.876665,2,7,5,1,1,3
SE,1.1112609,1,7,5,3,1,4
SE,0.45540607,2,5,5,1,1,4
SE,3.592578,1,2,5,2,2,3
SE,1.5392754,1,4,5,1,2,4
SE,0.7067764,2,2,5,6,1,4
SE,1.3505076,2,5,5,1,2,2
SE,1.1097094,1,1,5,6,2,2
SE,0.7294528,1,1,2,6,2,3
SE,1.3855982,2,4,5,1,2,2
SE,0.9878921,2,4,5,4,3,2
SE,1.1269094,2,7,5,9,4,2
SE,0.69879925,1,5,5,6,1,3
SE,0.6896655,2,6,5,6,1,3
SE,0.60114336,1,5,5,1,2,3
SE,0.8983121,2,1,5,6,1,4
SE,0.4492297,2,4,5,3,1,4
SE,0.45528907,1,6,5,6,2,2
SE,0.9824947,2,6,5,1,1,4
SE,0.6973938,2,3,5,5,4,2
SE,0.8347138,2,2,5,6,1,3
SE,0.64594525,1,5,5,1,1,3
SE,0.62549555,1,7,5,1,2,2
SE,1.2639444,1,2,5,6,2,3
SE,0.8503206,1,2,5,1,1,4
SE,1.5512166,1,7,5,1,1,3
SE,1.0695195,2,6,5,5,3,4
SE,0.683316,1,4,5,1,2,3
SE,0.40638962,1,7,5,1,1,1
SE,0.4798831,2,5,5,1,1,2
SE,4.4437,1,2,5,1,1,2
SE,0.8354117,2,7,5,1,1,2
SE,1.6365336,2,5,5,1,2,4
SE,1.5394566,1,4,5,1,2,1
SE,1.3409798,1,2,5,6,2,3
SE,1.0135816,1,5,5,1,1,3
SE,6.1221805,1,2,5,9,1,2
SE,0.41804653,1,7,5,1,1,2
SE,0.8053903,2,6,5,1,1,3
SE,0.501376,2,4,5,1,2,2
SE,0.66068244,1,5,5,1,1,4
SE,0.4359476,1,7,5,1,1,3
SE,1.515071,2,3,5,1,1,1
SE,0.7640643,1,2,5,5,2,1
SE,0.755424,2,5,5,6,1,2
SE,0.66341716,2,7,5,1,1,2
SE,0.5212278,2,4,5,6,1,2
SE,0.69143087,2,7,5,1,1,3
SE,0.5784089,2,2,5,5,2,1
SE,0.4931712,2,5,5,8,2,2
SE,0.45528907,1,6,5,6,1,2
SE,0.7764439,2,6,5,1,2,2
SE,1.1748426,2,4,5,2,1,2
SE,1.0921925,1,7,5,1,1,3
SE,4.6460423,1,2,5,2,1,4
SE,0.62045366,2,6,5,1,1,3
SE,1.6747199,2,7,5,1,1,4
SE,0.6276232,1,2,5,6,4,1
SE,0.631047,2,5,5,6,2,3
SE,0.8651626,2,5,5,1,1,3
SE,0.7264685,1,1,5,6,2,3
SE,0.49677873,2,5,5,1,2,2
SE,0.48519087,2,5,5,8,2,3
SE,0.43828505,1,5,5,6,1,2
SE,1.4730064,2,7,5,2,2,3
SE,3.1057677,2,2,5,2,2,3
SE,0.99721116,1,7,5,1,1,2
SE,0.71310264,1,4,5,1,1,2
SE,0.5282511,1,7,5,6,2,2
SE,0.98606104000000006,2,6,5,1,1,3
SE,0.95497483,2,7,5,NA,1,3
SE,1.301784,2,4,5,1,2,2
SE,0.7914769,2,7,5,5,3,1
SE,1.309322,1,7,4,1,1,2
SE,0.8247409,2,6,5,1,1,2
SE,0.53974503,1,6,5,6,1,3
SE,0.8424654,1,7,5,1,1,2
SE,1.3262457,1,4,5,1,1,4
SE,1.551651,1,4,5,1,1,3
SE,0.9333783,2,7,5,3,2,2
SE,0.4715125,1,7,5,6,1,3
SE,1.0661446,2,7,5,1,2,2
SE,1.4412354,2,5,5,1,2,3
SE,1.1281464,1,5,4,1,1,3
SE,0.73688596,1,3,5,1,2,2
SE,0.7753033,2,3,5,1,1,2
SE,0.77411634,1,2,4,1,1,2
SE,1.0003241,1,7,5,1,1,3
SE,0.83676875,1,7,5,1,1,2
SE,1.1431953,2,4,5,2,1,3
SE,0.76360166,2,7,5,1,2,3
SE,0.7717709,2,6,5,6,1,4
SE,0.63643485,2,2,5,6,1,2
SE,0.559597,1,5,5,6,2,2
SE,1.9481667,1,3,3,1,2,1
SE,0.544592,2,5,4,6,2,2
SE,0.7968059,1,5,5,6,1,2
SE,0.67482793,1,2,5,1,1,2
SE,1.0427805,2,7,5,6,2,2
SE,1.604353,1,5,5,1,2,3
SE,0.6940228,1,5,5,1,1,3
SE,0.6890981,1,1,5,6,1,2
SE,0.63890165,2,2,5,1,1,2
SE,0.76360166,2,7,5,1,1,3
SE,0.5490215,2,3,5,1,1,3
SE,0.54534024,2,6,5,6,1,3
SE,1.2393714,1,4,5,1,1,2
SE,0.6834954,2,3,5,1,2,2
SE,1.2582074,2,4,5,1,1,2
SE,3.8133523,2,2,5,9,2,2
SE,1.3404129,2,5,5,1,1,2
SE,1.077,2,4,5,2,2,3
SE,0.7179795,2,7,5,1,1,3
SE,0.84222245,1,3,5,6,1,3
SE,1.9086951,1,4,5,1,1,4
SE,0.9003843,1,3,5,6,1,4
SE,0.6238499,1,5,5,1,2,3
SE,0.47939107,1,7,5,1,1,3
SE,1.134576,1,7,5,1,2,2
SE,1.3310843,1,5,5,1,1,3
SE,1.5962648,1,3,5,1,1,3
SE,0.7231403,1,1,5,6,1,3
SE,0.6220085,2,7,5,1,1,3
SE,0.51361907,1,6,5,1,2,4
SE,1.002586,2,6,5,2,1,4
SE,1.0184609,2,7,5,1,1,3
SE,1.4115865,1,3,5,1,2,2
SE,2.4657207,1,4,5,2,1,2
SE,0.7457608,1,2,5,1,1,2
SE,0.5870855,1,5,5,6,1,2
SE,1.4069067,1,7,5,1,1,4
SE,0.88083744,1,3,5,1,1,2
SE,0.90187913,2,5,5,1,2,4
SE,2.3605132,2,2,5,2,2,4
SE,0.5722349,2,5,5,6,1,3
SE,0.7446654,2,7,5,1,1,2
SE,1.2500128,1,4,5,1,2,2
SE,0.47120935,2,5,5,1,1,3
SE,1.7398373,1,5,5,1,1,1
SE,0.8053903,2,6,5,1,1,1
SE,0.9779586,1,5,5,1,1,2
SE,0.59381485,2,3,5,9,1,4
SE,0.52401876,2,4,5,1,2,3
SE,0.48779607,2,4,5,8,1,3
SE,0.69879925,1,5,5,6,1,1
SE,0.679054,1,5,5,6,1,4
SE,0.9211575,1,7,5,1,2,3
SE,1.1136261,1,7,5,9,1,3
SE,0.5198388,2,5,5,6,1,3
SE,0.6542483,2,6,5,1,1,4
SE,0.98094404,2,7,5,1,1,3
SE,0.72094923,1,5,5,6,1,3
SE,0.793488,2,3,5,6,2,4
SE,0.678923,2,5,5,6,2,4
SE,1.319196,2,5,4,1,1,3
SE,0.5949766,2,6,5,8,1,3
SE,0.68131375,1,1,4,6,2,1
SE,1.6266087,1,4,5,1,2,3
SE,0.41807437,1,7,5,1,1,4
SE,1.1950564,1,6,5,1,1,3
SE,0.7860001,2,7,5,1,1,3
SE,0.6272008,2,1,5,6,1,1
SE,0.45183414,1,6,5,6,2,3
SE,4.3841815,2,1,5,3,1,4
SE,0.5945041,2,7,5,6,1,3
SE,0.43400618,1,7,5,1,1,3
SE,1.6621201,2,4,5,2,1,2
SE,1.0823863,1,6,5,9,2,4
SE,1.2818282,1,4,5,1,1,3
SE,0.95280504,2,7,5,2,2,4
SE,2.5084596,2,4,5,2,2,3
SE,0.66372660000000006,1,7,5,1,2,3
SE,0.9953863,2,7,5,2,1,3
SE,0.51687354,2,4,5,1,1,4
SE,1.2806536,1,5,5,1,2,3
SE,1.0627286,2,7,5,1,1,3
SE,0.5949766,2,6,5,1,1,2
SE,0.86015826,2,7,5,2,2,3
SE,0.68061364,2,3,5,6,1,3
SE,1.2393714,1,4,5,1,2,3
SE,0.92318135,2,4,5,2,1,3
SE,0.7584243,1,3,5,6,1,3
SE,1.6192849,1,5,5,1,1,1
SE,0.85455793,2,6,5,1,2,3
SE,1.251438,2,5,5,2,2,1
SE,0.6429637,2,5,NA,5,4,3
SE,1.0330243,2,2,4,6,2,3
SE,2.115105,1,4,5,2,1,2
SE,0.52115387,2,5,5,6,1,3
SE,1.2687762,2,6,5,2,1,2
SE,0.66931945,2,3,4,6,1,4
SE,0.83761215,2,6,5,1,1,3
SE,0.6560732,2,3,4,8,1,2
SE,0.83950555,2,7,5,1,2,2
SE,0.72856647,2,6,5,6,1,3
SE,0.7291403,2,4,5,6,1,3
SE,0.8525846,2,7,5,1,1,3
SE,0.7843244,1,5,5,6,2,2
SE,1.545568,1,6,5,1,2,3
SE,1.002586,2,6,5,1,2,3
SE,1.6477443,2,3,5,1,2,3
SE,1.3786178,1,5,4,3,3,3
SE,0.83676875,1,7,5,1,1,3
SE,0.5315995,1,2,5,9,1,3
SE,0.62905455,2,7,5,9,2,2
SE,0.44527823,1,6,5,1,2,2
SE,0.89039266,2,7,5,9,1,3
SE,1.38513,2,4,5,2,2,4
SE,0.6073625,1,2,5,1,1,2
SE,1.2532104,2,4,5,1,2,2
SE,0.54534024,2,6,5,6,2,3
SE,0.95453346,1,3,5,1,1,3
SE,2.3011372,1,4,5,1,2,2
SE,0.8239067,2,6,5,9,1,2
SE,0.7975724,2,7,5,9,3,3
SE,0.6750939,2,6,5,6,1,3
SE,0.57723737,1,2,5,1,2,2
SE,0.9575061,2,7,5,1,1,3
SE,0.8918429,1,7,5,1,1,3
SE,0.7375308,2,3,5,6,1,2
SE,0.66672564,1,5,5,6,1,3
SE,0.84824353,2,2,5,6,1,3
SE,1.6852831,1,4,5,8,2,2
SE,0.48209184,2,5,5,1,2,3
SE,1.0803586,1,3,3,6,2,3
SE,0.6543906,1,4,5,1,1,2
SE,0.42337093,2,5,5,1,1,3
SE,0.9871061,2,NA,5,NA,1,2
SE,0.7914769,2,7,5,1,1,4
SE,0.8625091,2,6,5,1,2,2
SE,0.9858938,1,5,5,1,1,2
SE,1.6022947,2,7,5,1,2,3
SE,0.7474453,2,7,5,6,3,4
SE,0.79326475,1,NA,4,1,1,2
SE,1.0480593,1,2,1,6,2,2
SE,0.46863946,1,7,5,6,1,3
SE,4.3577056,1,2,5,9,1,2
SE,2.2931073,2,4,5,9,2,1
SE,0.91662705,1,4,5,6,2,2
SE,2.094676,1,4,5,1,2,4
SE,1.0934508,1,1,5,6,3,2
SE,0.68131375,1,2,5,8,1,3
SE,0.8078926,1,1,5,6,1,4
SE,0.5397293,1,5,5,6,2,2
SE,1.4375988,2,4,5,9,1,3
SE,1.3949105,1,4,5,1,1,4
SE,1.301973,2,4,5,1,2,3
SE,0.862222,1,3,5,1,2,2
SE,0.849694,1,3,5,6,1,2
SE,0.4733782,1,7,5,6,2,2
SE,0.6238499,1,5,5,1,1,4
SE,0.66040105,2,4,5,6,2,2
SE,0.7487403,2,6,5,6,1,2
SE,1.0402179,2,3,5,6,3,3
SE,0.8804271,1,6,5,1,2,1
SE,0.6109315,2,3,4,1,2,2
SE,4.782968,1,2,4,9,1,2
SE,0.87133634,2,5,5,1,1,3
SE,0.8891742,1,5,5,1,1,3
SE,1.155397,2,2,NA,6,3,2
SE,1.1229326,2,7,5,1,1,4
SE,0.62219006,1,5,5,6,1,2
SE,1.2403061,1,4,5,1,2,2
SE,0.49969792,2,5,5,6,1,2
SE,1.9131933,1,4,5,3,3,2
SE,0.65904117,2,7,5,6,1,4
SE,0.9219043,1,6,5,1,1,3
SE,2.434491,1,4,5,1,1,2
SE,0.88769853,1,3,5,6,2,2
SE,0.9049732,1,7,5,1,1,3
SE,1.0051057,2,6,5,1,1,4
SE,0.7824961,1,4,2,3,4,1
SE,0.8783056,2,7,5,9,2,2
SE,0.5496646,2,3,5,6,1,3
SE,0.41804653,1,7,5,1,1,3
SE,0.6541304,2,2,5,8,1,4
SE,8.508084,1,2,5,2,1,2
SE,0.59381485,2,3,5,6,1,2
SE,0.6659797,2,5,5,6,1,3
SE,0.501376,2,4,5,1,4,2
SE,2.1492467,2,5,5,1,1,2
SE,0.76776063,2,7,5,6,1,4
SE,1.252787,1,5,5,1,2,3
SE,0.68083286,2,6,5,1,1,4
SE,0.6633799,2,3,5,3,1,3
SE,0.8879094,2,5,5,1,2,2
SE,0.60944283,2,2,2,6,2,2
SE,0.53111815,2,3,5,3,4,1
SE,0.42345384,2,5,5,1,2,3
SE,0.98282,1,3,5,6,2,3
SE,0.55587405,2,5,5,6,1,2
SE,1.3949105,1,4,5,1,2,2
SE,0.47062314,1,6,5,1,1,1
SE,0.99284774,1,6,5,1,1,3
SE,1.568188,2,4,5,1,1,2
SE,0.6526282,2,3,5,8,2,2
SE,0.8424322,2,7,5,1,2,1
SE,1.7043262,2,5,5,3,3,2
SE,1.0069891,2,5,5,1,1,2
SE,0.6750939,2,6,4,6,2,2
SE,1.1232686,1,7,5,3,3,1
SE,0.68083286,2,6,5,9,2,3
SE,0.72876537,2,5,5,5,2,2
SE,0.662853,2,7,5,NA,2,4
SE,0.82271105,2,5,5,NA,1,2
SE,4.165609,2,2,5,2,3,3
SI,0.88261724,1,6,5,1,1,4
SI,1.0264357,1,6,5,1,2,2
SI,0.8599111,2,4,5,1,2,2
SI,1.010392,1,4,5,1,2,3
SI,0.9423511,1,4,5,1,2,3
SI,1.1438823,1,6,5,1,1,3
SI,1.3350406,1,3,5,1,NA,3
SI,0.8151862,2,4,5,1,1,3
SI,0.8357431,1,7,5,1,1,3
SI,0.75511605,2,4,5,NA,2,2
SI,0.98320466,2,6,5,1,1,3
SI,0.79610646,2,4,5,1,1,2
SI,0.8526317,1,4,5,6,2,3
SI,1.712827,1,2,5,2,1,2
SI,2.525315,1,2,5,1,1,3
SI,0.80467033,2,6,5,1,1,1
SI,1.0294737,1,5,5,8,1,3
SI,0.9136673,1,4,5,1,1,3
SI,0.90530974,2,4,4,1,1,3
SI,1.0055116,2,7,5,1,2,2
SI,0.8893649,2,5,5,1,2,3
SI,0.98873806,1,6,5,1,1,3
SI,0.8740726,1,6,4,1,1,3
SI,1.0663741,1,6,5,1,1,3
SI,0.693676,2,6,5,1,1,3
SI,1.1651425,1,4,5,1,2,3
SI,0.69298965,2,5,3,8,1,3
SI,0.89200944,2,3,5,6,2,1
SI,0.80350626,2,5,5,6,1,3
SI,0.8543478,2,6,5,2,1,3
SI,1.0714331,1,4,5,2,1,3
SI,1.4125012,1,6,5,1,2,3
SI,0.91134363,2,4,5,2,3,2
SI,1.437186,2,4,5,1,1,3
SI,0.7171186,2,5,5,1,1,3
SI,0.73579204,2,6,5,1,1,4
SI,0.8527918,2,4,5,1,1,3
SI,0.71385044,2,7,5,1,1,4
SI,1.1591916,1,5,5,1,1,3
SI,0.91914886,2,6,5,1,2,3
SI,1.1875565,1,4,5,1,1,3
SI,0.87766397,2,6,5,1,1,3
SI,0.7787671,2,6,5,8,1,3
SI,1.5750278,1,2,5,2,1,3
SI,0.7910049,2,4,5,1,1,3
SI,1.0931373,1,5,5,6,2,2
SI,0.6789867,2,6,5,1,1,3
SI,1.0586871,1,3,2,3,1,3
SI,0.88524246,1,4,5,1,2,2
SI,0.81823015,2,6,5,1,2,3
SI,0.824052,2,4,5,8,2,3
SI,0.7666856,2,5,5,6,1,3
SI,0.81365687,2,4,5,2,1,4
SI,0.74824953,1,4,5,3,3,2
SI,1.7798895,1,4,5,2,1,3
SI,0.8714333,2,6,5,1,1,3
SI,1.2930709,1,4,5,1,3,3
SI,0.88115025,1,4,5,1,2,3
SI,0.8087572,2,5,5,6,1,3
SI,1.208855,1,4,5,1,1,2
SI,1.2641411,1,5,5,1,1,3
SI,0.9760905,1,7,5,1,1,3
SI,1.053158,1,6,5,1,1,2
SI,0.6767768,2,7,5,1,1,3
SI,0.71385044,2,7,5,1,1,3
SI,0.73098207,2,4,5,1,2,2
SI,0.7107987,2,6,5,1,1,2
SI,1.268245,1,5,5,1,1,3
SI,1.0274893,2,4,5,1,3,2
SI,0.84236693,2,4,5,1,2,2
SI,0.9367898,2,3,3,1,2,3
SI,1.2010182,1,6,5,1,1,3
SI,0.8216885,1,6,5,1,1,4
SI,0.9250148,2,4,5,1,1,3
SI,0.8380222,1,6,5,1,1,3
SI,0.6621637,2,5,5,6,1,3
SI,0.8657204,2,7,5,6,2,3
SI,0.7893485,2,6,5,1,1,2
SI,0.82397246,2,4,5,8,2,2
SI,1.1680119,1,7,5,1,1,3
SI,1.0577494,1,7,5,1,1,3
SI,0.78695846,2,6,4,1,1,3
SI,0.9374417,2,4,5,2,1,3
SI,0.6813752,2,6,5,1,1,3
SI,0.7449116,1,4,5,1,1,3
SI,1.2899557,2,2,3,1,2,2
SI,1.4504045,1,4,5,2,1,2
SI,0.7435319,2,6,5,6,1,3
SI,0.7192793,2,6,5,1,1,3
SI,0.9779818,2,6,5,1,2,4
SI,0.81446725,2,5,5,1,2,3
SI,0.78583336,1,4,3,6,2,3
SI,1.1282436,1,4,5,1,2,2
SI,0.70786947,2,7,5,1,1,4
SI,0.9100118,2,6,5,1,1,3
SI,0.7040757,2,7,5,1,1,3
SI,0.7171302,2,6,5,1,1,3
SI,0.85823816,1,4,5,5,2,2
SI,1.1641071,1,4,5,2,2,3
SI,0.8892749,1,4,5,1,1,3
SI,1.1359978,2,3,5,1,2,3
SI,0.9877668,2,5,4,1,1,4
SI,1.1912977,1,3,5,1,1,3
SI,0.6248911,2,5,5,1,2,3
SI,1.1597587,2,6,5,1,1,2
SI,1.2025672,1,4,5,2,1,4
SI,0.6903973,2,6,5,1,1,3
SI,0.7449116,1,4,5,1,1,4
SI,0.9309023,1,6,5,1,1,3
SI,0.8503971,1,4,5,1,2,3
SI,1.1707413,2,4,5,3,4,4
SI,0.7700951,2,6,5,1,1,3
SI,1.1170594,1,6,4,1,1,3
SI,0.72663945,2,6,5,2,1,3
SI,0.73302233000000006,2,6,5,1,2,3
SI,0.9535436,1,4,5,1,1,3
SI,1.1246823,1,4,5,1,1,4
SI,0.83718616,2,6,5,1,1,3
SI,1.3140206,2,4,5,8,2,3
SI,0.85985196,2,4,5,2,1,3
SI,0.7198216,2,5,5,1,2,3
SI,1.4566089,1,4,5,1,2,3
SI,0.83718616,2,6,5,1,1,2
SI,0.914836,1,3,5,1,1,3
SI,1.539252,2,3,2,6,1,3
SI,0.81823015,2,6,5,1,2,4
SI,0.75158185,2,7,5,4,2,3
SI,0.89135367,1,6,5,1,2,3
SI,1.6098315,1,3,5,1,3,4
SI,0.9432773,1,3,3,1,1,3
SI,1.2472169,2,4,5,1,2,2
SI,0.94941825,2,4,5,8,1,3
SI,0.8244141,2,7,5,1,1,3
SI,0.7488038,2,7,5,1,1,3
SI,0.7113289,2,5,5,1,1,3
SI,1.1907258,1,6,5,8,1,3
SI,0.78984886,2,6,5,1,1,4
SI,1.740521,2,3,5,1,2,2
SI,0.8169481,2,6,5,8,1,3
SI,1.179309,2,4,5,1,2,3
SI,1.5405325,2,4,4,1,2,2
SI,0.932587,2,4,5,6,1,3
SI,0.762749,2,4,3,6,1,3
SI,0.74969333,2,4,5,1,1,4
SI,1.245084,2,4,5,1,1,3
SI,0.93473953,2,4,5,6,1,3
SI,1.4897913,1,4,4,2,1,2
SI,0.89706826,1,4,2,6,2,3
SI,1.0156238,1,6,5,6,1,3
SI,0.8231559,1,7,5,1,1,3
SI,1.5174032,1,4,5,1,1,3
SI,1.0825969,2,4,5,1,2,3
SI,1.8754743,1,3,5,1,1,2
SI,1.0151286,2,4,5,1,1,3
SI,1.0366238,1,6,3,2,1,2
SI,1.0113349,2,4,5,1,2,2
SI,0.6953089,2,6,5,1,1,2
SI,0.6867737,2,6,5,1,1,3
SI,1.1980816,1,3,1,1,2,3
SI,2.071414,2,3,5,1,3,3
SI,0.9855365,1,6,5,1,1,2
SI,0.8030335,2,4,5,2,1,3
SI,1.0343083,1,4,5,1,1,3
SI,0.9954343,1,4,5,6,1,3
SI,0.72663945,2,6,4,1,2,2
SI,0.72574204,2,5,5,1,1,3
SI,1.2200907,1,4,2,1,1,2
SI,1.0714331,1,4,5,1,1,3
SI,0.96597505,2,4,5,1,2,2
SI,0.95229626,2,3,5,8,2,2
SI,0.9966748,1,7,5,1,1,3
SI,1.2789607,1,6,5,6,2,3
SI,0.9895437,2,4,5,6,2,3
SI,1.0481461,1,6,5,1,1,3
SI,0.83718616,2,6,4,1,2,3
SI,1.250452,1,5,5,1,1,3
SI,0.8740726,1,6,5,6,1,3
SI,1.0532624,1,4,4,1,2,3
SI,0.72720504,2,7,5,8,1,3
SI,0.5893507,2,6,5,1,1,4
SI,1.0714331,1,4,5,1,1,4
SI,2.1514387,1,3,5,1,1,3
SI,1.280413,2,4,5,8,1,3
SI,0.75158185,2,7,5,1,1,3
SI,1.069515,1,4,5,2,2,3
SI,1.0321416,2,3,5,3,1,2
SI,0.89229876,2,4,5,8,1,3
SI,1.1054475,2,3,3,1,2,3
SI,0.69817823,2,4,5,2,1,3
SI,3.4908793,2,2,5,1,1,3
SI,1.155312,1,6,5,1,1,2
SI,0.9248619,1,4,5,8,2,3
SI,1.3926703,1,6,5,1,1,3
SI,0.7125376,2,7,4,6,2,3
SI,0.693676,2,6,5,2,1,2
SI,0.8422438,2,3,5,1,2,2
SI,0.6848718,2,7,5,1,2,3
SI,1.5054544,1,5,5,1,1,3
SI,1.3756034,1,5,5,1,1,3
SI,1.4799331,1,4,3,1,1,3
SI,1.5224651,1,6,5,1,2,2
SI,0.75158185,2,7,5,1,1,3
SI,1.1836077,2,6,5,1,2,3
SI,1.1412852,2,4,5,1,1,3
SI,0.89200944,2,3,5,6,2,2
SI,1.234944,2,3,5,1,1,2
SI,1.275759,1,4,5,2,2,1
SI,0.8787885,2,4,5,6,2,3
SI,0.9855365,1,6,4,1,1,3
SI,0.89418185,1,4,5,1,1,3
SI,1.1641071,1,4,5,1,1,4
SI,0.9330009,1,4,5,1,1,3
SI,1.2681675,1,2,5,1,1,3
SI,1.1113404,2,4,5,2,1,3
SI,0.7155571,2,6,5,1,1,3
SI,1.029727,2,4,5,6,2,3
SI,0.87664914,1,4,5,1,1,2
SI,1.4538312,1,4,5,1,2,3
SI,0.999438,2,3,5,1,1,2
SI,1.0990162,1,4,5,1,2,4
SI,0.82992065,2,6,5,2,1,3
SI,0.99098164,2,4,5,8,1,2
SI,1.2977283,1,4,5,2,1,3
SI,0.98963,1,6,5,6,1,3
SI,1.010392,1,4,5,1,1,3
SI,0.68184435,2,6,5,1,1,3
SI,0.7864319,2,7,5,8,1,2
SI,0.7992079,2,6,5,1,1,3
SI,0.8184998,2,7,5,8,1,2
SI,0.86337614,1,6,5,1,1,3
SI,1.010392,1,4,5,2,1,3
SI,1.8455468,1,3,5,1,1,3
SI,0.7586394,2,6,5,1,1,3
SI,0.9397744,2,6,4,1,1,2
SI,0.94963086,2,6,5,1,1,3
SI,0.7092234,2,6,5,1,1,3
SI,0.7383589,2,6,5,8,1,3
SI,1.1247296,1,4,5,1,2,3
SI,1.1917497,1,6,5,1,1,2
SI,0.9009241,2,6,5,1,2,3
SI,1.0507638,1,3,5,6,1,3
SI,1.0000017,1,4,5,1,1,3
SI,0.6868551,2,5,5,1,1,2
SI,1.2047317,2,2,5,8,2,3
SI,0.8777928,2,4,5,1,2,3
SI,0.90164167,2,6,5,8,1,3
SI,1.2662141,1,4,5,2,1,2
SI,0.9856538,2,4,5,1,1,4
SI,0.86337614,1,6,5,1,1,3
SI,0.7614985,2,4,5,2,2,2
SI,1.0165759,2,4,4,2,1,3
SI,1.0343841,1,6,5,1,1,3
SI,0.7586394,2,6,5,1,1,3
SI,1.1025399,2,2,4,1,1,3
SI,0.824052,2,4,5,2,1,3
SI,1.143145,1,7,5,1,1,3
SI,1.252543,2,2,5,2,1,2
SI,0.87126625,2,6,5,1,1,3
SI,1.046543,1,4,5,1,1,3
SI,0.9569583,1,4,1,6,2,3
SI,0.8948724,2,7,5,1,1,3
SI,1.2950538,1,6,5,1,1,3
SI,0.83718616,2,6,5,1,1,3
SI,0.79388446,1,4,5,1,1,3
SI,0.9035955,1,4,3,1,2,3
SI,1.2457749,1,6,5,1,1,3
SI,0.78344053,2,7,5,1,1,2
SI,0.9171843,2,6,3,1,1,3
SI,0.66255826,2,6,5,6,1,3
SI,0.8859325,1,4,5,1,1,4
SI,0.99996704,2,3,5,2,1,3
SI,1.0679853,2,4,5,8,1,2
SI,0.74969333,2,4,2,1,2,3
SI,0.83718616,2,6,5,1,1,3
SI,1.3700486,2,5,5,1,1,3
SI,0.89558345,2,4,5,1,2,3
SI,0.6984172,2,6,5,1,1,3
SI,0.7449116,1,4,4,4,2,3
SI,0.9466952,1,6,5,2,1,3
SI,0.7912555,2,6,5,8,2,2
SI,1.3896217,1,2,5,2,2,2
SI,1.0185343,1,7,5,6,1,3
SI,1.3051809,1,3,4,1,2,2
SI,0.86337614,1,6,5,1,2,3
SI,1.3638276,2,2,5,2,2,4
SI,0.9424881,1,4,2,6,2,4
SI,0.87408084,1,4,5,1,1,3
SI,0.90311784,2,6,5,1,3,2
SI,1.1723797,1,4,5,1,2,3
SI,0.6776594,2,6,5,1,2,3
SI,0.88234186,2,4,5,1,1,3
SI,0.7731087,2,6,5,1,2,3
SI,0.669436,2,6,5,6,1,3
SI,0.97073036,2,5,5,1,2,3
SI,1.0845244,2,4,5,1,1,3
SI,1.0168937,1,6,5,1,1,3
SI,1.2219712,1,4,5,1,1,3
SI,0.9791749,1,3,5,8,2,4
SI,0.7419048,2,7,5,1,2,3
SI,1.0222548,1,5,5,6,2,3
SI,1.1391592,1,6,5,1,1,4
SI,0.9424881,1,4,3,6,1,3
SI,1.1927874,2,4,4,8,2,3
SI,1.1211704,1,3,3,1,2,2
SI,1.1678008,1,3,5,1,1,4
SI,0.8014172,2,7,5,1,1,3
SI,0.9325044,1,4,5,6,1,3
SI,0.8819164,2,4,3,1,1,3
