cntry,c2weight,gndr,eisced,netusoft,mnactic,hincfel,w4q50
CZ,0.6633782,2,4,5,8,3,3
CZ,0.92643774,1,5,5,1,1,2
CZ,1.0358694,2,7,5,1,2,1
CZ,0.8280846,1,4,5,1,1,3
CZ,0.9943031,1,6,5,2,NA,2
CZ,0.51466703,2,5,5,8,1,2
CZ,1.2607621,1,6,4,1,2,2
CZ,0.5694883,2,5,5,6,2,3
CZ,0.6723984,2,3,3,6,3,2
CZ,0.43179578,2,7,5,1,1,3
CZ,0.77410823,2,3,5,1,1,3
CZ,0.777446,1,5,5,6,2,3
CZ,0.6234343,2,7,5,6,2,3
CZ,0.8336992,1,4,5,6,2,2
CZ,0.72679996,2,4,5,1,3,2
CZ,0.44968978,2,7,5,6,2,3
CZ,0.77733123,2,4,5,6,1,2
CZ,0.78820103,2,3,3,1,2,4
CZ,0.82061994,2,4,5,6,2,4
CZ,1.0951598,2,5,5,1,1,3
CZ,0.626833,2,5,5,1,2,2
CZ,0.47704196,2,4,5,1,4,4
CZ,0.7787505,2,5,5,8,3,1
CZ,1.8916278,2,3,5,1,1,3
CZ,1.0596136,2,2,5,8,3,2
CZ,0.4714876,1,4,5,1,2,3
CZ,1.8687669,1,3,3,6,2,2
CZ,0.6988351,1,4,5,1,2,2
CZ,0.70127547,2,3,5,1,1,3
CZ,1.2898136,2,4,5,3,4,2
CZ,0.8644054,1,7,5,1,1,3
CZ,2.1753354,2,2,5,2,3,2
CZ,0.6131831,2,4,5,6,2,3
CZ,0.5931335,2,7,4,8,2,3
CZ,1.1889237,2,5,5,1,2,3
CZ,0.88960177,2,4,5,1,2,2
CZ,1.4960872,1,3,5,1,2,3
CZ,0.5923523,2,7,5,1,1,3
CZ,0.43990046,2,4,5,6,3,1
CZ,0.38388482,1,7,5,1,1,3
CZ,1.1109303,2,4,4,8,3,3
CZ,0.8974882,1,5,5,1,1,2
CZ,0.92183024,2,3,4,1,4,3
CZ,0.5095003,2,5,5,1,2,3
CZ,2.6972876,1,5,4,1,NA,1
CZ,2.3326004,2,3,2,1,2,1
CZ,0.41155684,1,4,5,1,1,2
CZ,0.61126083,2,4,3,1,1,2
CZ,1.3943923,2,3,3,3,3,2
CZ,0.6496284,2,5,5,8,2,3
CZ,0.8215178,2,7,5,8,1,2
CZ,1.9177989,2,6,3,1,2,4
CZ,2.5568526,1,4,5,1,2,2
CZ,0.5419871,2,7,4,6,1,3
CZ,0.5474997,2,4,5,1,2,2
CZ,0.99184483,2,3,5,6,1,3
CZ,0.87493557,1,4,5,1,2,3
CZ,0.2224219,2,7,4,1,2,3
CZ,0.67704296,1,3,5,6,1,3
CZ,0.5741131,1,7,5,1,1,3
CZ,1.0299332,2,7,5,1,1,2
CZ,0.27827188,2,4,5,1,1,2
CZ,1.8414072,2,3,5,1,2,3
CZ,0.9914975,2,7,5,1,2,1
CZ,0.8854689,1,7,5,6,2,2
CZ,1.3439814,2,3,5,1,1,2
CZ,0.8825511,1,3,5,6,2,3
CZ,2.7211902,1,4,5,2,1,2
CZ,0.9868649,2,3,4,8,3,2
CZ,0.7450119,1,5,5,1,3,2
CZ,0.87066793,1,6,5,1,1,2
CZ,1.1057649,1,3,5,1,2,3
CZ,1.9798242,2,4,5,1,2,3
CZ,0.24470381,2,7,5,1,1,4
CZ,0.6096669,1,7,5,1,2,2
CZ,0.8512916,2,3,3,1,2,1
CZ,0.19555639,2,7,5,5,1,4
CZ,0.732938,2,5,4,6,1,3
CZ,0.9514901,1,4,5,1,1,3
CZ,2.4637053,1,4,5,2,NA,2
CZ,0.32677352,2,7,4,1,2,2
CZ,3.7904897,1,4,5,1,1,4
CZ,0.7560878,2,4,5,6,2,3
CZ,1.6844485,1,3,4,1,2,3
CZ,1.2064664,1,7,5,1,2,2
CZ,0.7203097,1,4,5,1,2,2
CZ,1.0857652,1,4,5,1,2,3
CZ,0.56095356,1,7,5,1,1,3
CZ,0.6537176,2,4,3,6,3,2
CZ,0.92666125,2,6,5,1,3,4
CZ,2.5835283000000002,2,2,5,2,1,3
CZ,0.93194896,1,7,5,1,1,2
CZ,0.61897403,2,5,3,3,3,2
CZ,0.45695987,2,4,5,6,2,2
CZ,0.49068058,2,4,5,1,1,2
CZ,0.7776706,1,3,5,1,3,3
CZ,0.78889084,1,7,5,1,2,3
CZ,0.3490124,2,7,3,6,2,3
CZ,1.5229788,2,3,4,1,4,2
CZ,2.1946793000000002,2,5,3,6,2,3
CZ,0.97408265,1,4,3,6,1,1
CZ,0.97559726,1,3,5,5,4,3
CZ,0.70127547,2,3,5,5,2,3
CZ,0.6264468,2,4,5,8,1,3
CZ,1.4618752,2,5,5,1,2,3
CZ,0.7255306,2,5,5,6,2,2
CZ,0.87890947,2,4,5,1,4,3
CZ,0.677303,2,4,3,6,2,3
CZ,0.61764276,1,4,2,6,2,2
CZ,1.052655,2,4,3,9,2,3
CZ,0.557249,2,7,5,8,2,4
CZ,0.6590407,2,4,5,2,3,3
CZ,0.46316203,2,3,2,NA,3,2
CZ,1.2235906,1,3,2,1,2,3
CZ,1.1229955,2,6,5,1,3,2
CZ,0.79015857,1,7,5,6,1,2
CZ,0.6223305,2,4,3,6,1,4
CZ,2.171412,2,4,5,1,3,1
CZ,0.8650995,1,4,2,1,2,3
CZ,1.4282192,2,7,5,1,2,3
CZ,0.98251176,2,3,5,1,1,3
CZ,0.61897403,2,5,4,NA,4,2
CZ,0.42699745,2,4,4,6,3,2
CZ,1.0836003,1,5,5,8,3,3
CZ,0.8076413,2,4,5,1,1,3
CZ,1.2719734,1,4,5,2,4,2
CZ,0.7587751,2,4,4,6,2,3
CZ,1.1047927,1,7,5,1,2,2
CZ,0.24367362,2,4,5,1,2,3
CZ,0.8348016,1,5,5,3,3,2
CZ,1.7987545,1,3,5,8,2,2
CZ,0.5565956,2,4,5,1,NA,2
CZ,0.9516577,1,3,2,6,2,3
CZ,0.49423066,2,7,5,1,2,2
CZ,0.88960177,2,4,5,6,2,2
CZ,2.240109,1,3,2,1,3,1
CZ,1.1385311,1,3,5,6,2,3
CZ,0.9247303,2,4,5,6,4,2
CZ,0.48702413,2,3,5,1,4,2
CZ,0.8431041,2,5,3,6,3,2
CZ,1.0432408,2,3,5,1,2,2
CZ,0.80203974,1,4,4,1,3,2
CZ,0.40810984,1,4,5,1,3,1
CZ,0.60102934,2,4,3,6,3,3
FI,0.9254517,1,4,2,1,2,2
FI,1.4823799,1,4,5,1,2,3
FI,0.5521516,1,7,5,4,2,3
FI,0.5935818,2,7,5,1,1,3
FI,1.3449886,1,4,5,1,2,3
FI,1.1361536,2,4,3,6,1,3
FI,0.95282304,2,4,3,6,4,1
FI,0.70730585,2,6,5,1,1,3
FI,0.60772735,2,5,5,6,2,2
FI,0.8729134,1,4,5,6,2,3
FI,1.4108393,2,4,5,6,1,3
FI,0.82531327,2,7,5,1,2,4
FI,0.74578327,2,5,5,1,1,3
FI,0.7275265,2,7,5,6,2,3
FI,0.65592366,2,5,5,1,2,2
FI,0.70870405,2,7,5,1,1,2
FI,0.53195053,2,5,5,5,2,2
FI,0.9721976,2,6,5,2,2,3
FI,1.435804,1,4,5,1,2,3
FI,1.349419,2,4,5,2,2,4
FI,0.74711394,1,7,5,1,1,3
FI,1.1767015,1,4,5,1,1,3
FI,0.88285583,2,5,5,6,4,2
FI,1.1635436,1,4,5,1,1,3
FI,1.9447174,2,1,5,1,2,2
FI,0.9948048,2,7,5,1,2,2
FI,1.0044838,2,6,5,9,1,3
FI,0.7565647,2,6,5,2,2,3
FI,0.62255585,1,7,5,1,1,4
FI,0.635674,2,6,5,3,4,2
FI,0.7278691,1,6,5,1,2,2
FI,5.10888,2,2,5,1,2,2
FI,1.3798707,1,4,5,1,2,1
FI,0.83000964,2,7,5,1,1,3
FI,0.7502418,1,4,5,1,2,2
FI,0.71908337,2,6,5,1,1,3
FI,1.0100584,2,4,5,6,2,3
FI,0.5471615,1,7,5,1,2,3
FI,0.61827344,2,6,5,1,1,3
FI,1.0118041,1,6,5,2,1,3
FI,1.0211097,2,4,4,6,2,4
FI,1.0118041,1,6,5,1,1,3
FI,0.5691394,1,6,5,1,1,3
FI,0.974738,2,4,5,1,4,3
FI,2.5683708,2,2,5,2,2,3
FI,0.9127945,1,5,5,6,2,3
FI,0.814967,1,7,5,1,2,1
FI,0.79181594,2,6,5,1,1,2
FI,0.8136505,2,6,5,1,1,3
FI,0.7689915,2,5,4,6,2,2
FI,0.79471266,1,4,5,1,2,3
FI,1.5261009,1,4,5,1,2,2
FI,1.1419923,1,4,5,1,1,4
FI,0.8254423,2,6,5,1,2,3
FI,0.6390978,2,5,5,6,1,3
FI,0.55070156,1,5,5,4,1,3
FI,0.53973645,2,6,5,6,2,3
FI,0.62298244,2,5,5,6,2,3
FI,0.9510489,2,4,5,6,2,2
FI,3.0888593,2,2,5,2,2,1
FI,0.68638986,2,6,5,1,1,3
FI,0.957098,2,4,5,6,3,1
FI,1.3573443,1,4,5,1,1,3
FI,0.6418524,2,5,5,1,1,4
FI,1.8797672,2,1,5,6,2,1
FI,0.75567317,1,4,5,6,2,3
FI,0.59767264,2,6,3,6,1,3
FI,0.81936073,2,6,5,1,3,2
FI,0.7889966,2,7,5,1,2,3
FI,0.94718355,2,5,5,6,2,2
FI,0.7182087,1,7,5,1,1,3
FI,1.3194872,1,5,5,1,1,3
FI,0.5761994,2,7,5,6,1,3
FI,0.5965553,1,7,5,6,1,3
FI,0.67178476,1,5,5,6,2,2
FI,0.8471687,1,5,5,1,2,2
FI,0.68143153,1,6,5,1,2,2
FI,2.2977555,2,1,2,6,2,3
FI,0.8647522,2,4,5,1,1,1
FI,0.6824694,2,6,5,6,2,3
FI,0.79395914,1,7,5,1,1,3
FI,0.7088907,1,5,5,1,1,4
FI,0.59338963,2,5,5,6,2,3
FI,0.69830245,2,7,5,8,2,3
FI,0.8773055,2,6,5,1,2,4
FI,0.74358195,2,7,5,1,1,3
FI,0.69216734,1,6,5,1,2,2
FI,0.8773055,2,6,5,1,2,2
FI,1.032032,2,4,5,6,2,2
FI,0.9721976,2,6,5,1,2,3
FI,0.98802346,1,4,3,1,2,1
FI,1.1586776,2,5,4,6,2,2
FI,0.5394822,1,7,5,6,1,2
FI,0.715221,1,5,5,6,1,2
FI,0.59658885,2,5,5,6,2,2
FI,0.9190725,1,NA,5,6,2,2
FI,2.1072679,2,1,5,6,1,3
FI,0.7720285,1,7,5,1,1,2
FI,0.63290614,2,5,5,1,1,4
FI,0.6058327,2,6,5,1,2,2
FI,0.7413826,2,7,5,1,1,4
FI,0.75737756,2,7,5,1,1,3
FI,0.6605031,2,5,5,6,2,2
FI,0.6893459,2,7,5,1,2,3
FI,1.6128857,1,4,5,1,3,2
FI,0.6381901,2,5,3,6,2,3
FI,0.8140616,1,6,5,1,1,2
FI,0.91447747,2,7,5,2,1,3
FI,1.5722871,1,4,5,1,2,3
FI,0.61103064,1,6,5,1,1,4
FI,0.640936,1,6,5,6,1,2
FI,0.5298266,2,7,5,1,1,1
FI,1.1158662,2,4,5,6,2,2
FI,0.5431867,2,7,5,6,2,3
FI,0.8516767,2,6,5,1,2,3
FI,0.5383737,1,6,5,6,2,3
FI,1.6650765,2,4,5,2,2,2
FI,0.7430986,1,5,5,1,2,3
FI,1.6927176,1,4,3,3,2,4
FI,0.6676843,1,6,5,1,2,2
FI,0.86348635,1,4,5,1,2,3
FI,0.7433511,2,6,5,1,2,4
FI,0.80094165,1,6,5,1,2,2
FI,0.988788,1,7,5,1,1,3
FI,1.5171448,2,4,5,2,2,3
FI,0.63176316,1,6,5,1,1,3
FI,0.6582931,2,5,5,6,2,3
FI,0.65853876,1,7,5,1,1,4
FI,0.85294217,1,4,5,6,3,2
FI,0.9883262,2,6,5,4,2,3
FI,1.5100441,1,4,5,1,2,4
FI,0.98285645,2,7,5,2,2,1
FI,1.9372747,2,4,5,3,3,2
FI,0.9013463,2,7,5,1,1,3
FI,0.75849754,1,5,5,1,1,2
FI,0.98285645,2,7,5,1,1,2
FI,0.8802083,1,7,5,1,2,2
FI,0.52777964,1,7,5,6,1,3
FI,1.3775344,2,4,5,6,2,2
FI,1.1190897,2,5,5,6,2,2
FI,1.8649188,2,1,2,6,3,3
FI,0.78691727,1,4,5,1,2,2
FI,0.95223534,2,7,5,1,1,3
FI,0.652044,2,5,5,3,1,2
FI,0.7609399,1,7,5,1,1,3
FI,0.82531327,2,7,5,1,1,3
FI,0.8474981,1,7,5,1,1,3
FI,1.0858247,1,4,5,1,2,2
FI,1.8102486,1,4,5,1,1,3
FI,1.6050053,2,4,5,8,2,2
FI,0.63019466,2,7,5,1,2,2
FI,0.956201,1,7,5,1,1,2
FI,0.9811759,1,4,5,6,2,1
FI,0.6211591,1,5,5,6,1,3
FI,0.72043157,2,7,5,1,1,2
FI,0.6095805,1,5,5,1,1,3
FI,0.6442435,1,5,5,6,1,2
FI,1.4061799,1,1,5,6,2,3
FI,0.8420549,1,5,5,1,3,3
FI,0.69813555,2,6,5,1,2,3
FI,0.55904156,2,5,4,6,1,3
FI,0.6768748,2,7,5,1,1,2
FI,1.641123,2,4,5,1,2,2
FI,0.71523607,1,6,5,6,1,3
FI,0.7830596,2,7,5,1,1,3
FI,0.5483083,2,7,5,6,1,3
FI,0.64358264,1,7,5,1,1,2
FI,0.8208454,2,4,3,6,1,3
FI,0.9602466,2,6,5,1,2,2
FI,0.7073853,1,6,5,1,1,3
FI,0.785297,2,7,5,1,2,2
FI,1.4525099,1,4,5,1,2,2
FI,0.889628,2,7,5,1,2,3
FI,0.7748661,1,5,5,6,1,3
FI,0.6602171,1,6,5,6,3,3
FI,0.56270444,1,7,5,1,2,2
FI,0.6949864,2,7,5,1,1,4
FI,0.76408285,1,4,5,1,2,3
FI,0.7760667,1,7,5,1,1,3
FI,1.7149426,2,1,4,6,2,2
FI,1.267837,1,4,5,1,3,1
FI,1.003924,2,4,5,3,2,4
FI,0.67178476,1,5,5,6,2,2
FI,0.7315974,2,6,5,6,2,3
FI,0.84948474,2,6,5,1,3,3
FI,0.78632534,1,6,5,1,2,3
FI,0.94408405,1,6,5,2,NA,2
FI,1.2671604,1,2,5,3,2,2
FI,0.9254517,1,4,5,4,2,3
FI,1.5206157,1,4,5,1,2,3
FI,0.58444977,1,7,5,6,3,3
FI,1.4430665,2,4,5,1,2,3
FI,1.4480444,1,4,5,2,1,3
FI,0.6593221,2,6,5,4,1,3
FI,1.0260789,2,5,5,1,1,2
FI,1.1488818,1,4,5,1,2,4
FI,0.8571873,1,4,4,6,2,3
FI,0.85555273,1,4,5,1,1,3
FI,0.8053272,2,7,5,1,1,1
FI,1.1208966,1,4,4,1,1,2
FI,0.8536216,1,6,5,1,1,3
FI,0.7528142,1,7,5,6,1,3
FI,0.82531327,2,7,5,8,1,2
FI,1.1429812,2,5,5,6,3,2
FI,0.5519336,1,7,5,6,1,3
FI,0.6260602,1,6,5,6,2,2
FI,1.9828593,2,2,5,1,2,3
FI,0.61520725,1,7,5,6,1,3
FI,0.6999385,1,7,5,6,1,2
FI,0.77251965,1,6,5,1,3,3
FI,0.8330731,1,6,5,1,2,3
FI,2.7063105,2,2,5,1,2,3
FI,0.9734267,1,5,5,6,3,2
FI,0.60330176,1,7,5,6,2,3
FI,0.87537354,2,6,5,1,1,2
FI,0.7181327,2,6,5,1,2,3
FI,0.80456954,2,6,5,1,1,3
FI,0.954104,1,6,5,9,2,3
FI,0.65456563,1,7,4,6,2,1
FI,0.7872908,1,4,3,6,2,2
FI,0.8036874,2,7,5,1,1,2
FI,0.78691727,1,4,5,1,2,3
FI,0.62298244,2,5,5,6,1,2
FI,0.95223534,2,7,5,1,1,2
FI,1.649873,1,2,5,6,2,3
FI,0.5620508,2,7,5,1,1,3
FI,0.56045014,1,7,5,6,1,2
FI,1.3116809,1,4,5,6,2,2
FI,0.63688374,2,7,5,1,1,4
FI,0.7524154,1,5,5,6,2,1
FI,1.4934571,1,1,5,6,2,4
FI,1.1131386,1,4,5,1,2,2
FI,0.59766024,2,5,5,1,2,3
FI,0.68827474,1,6,5,1,2,2
FI,0.7050734,2,5,5,6,1,2
FI,1.7095354,1,4,5,2,2,3
FI,0.84553915,2,6,5,3,2,2
FI,0.48081455,2,7,5,1,1,4
FI,3.5896857,1,2,5,2,4,1
FI,0.5742783,2,6,5,6,1,2
FI,0.6041852,1,5,4,6,2,3
FI,0.8619134,2,6,5,1,2,4
FI,0.4956555,2,7,5,1,2,3
FI,0.7889966,2,7,5,1,1,3
FI,0.5545088,2,7,5,6,1,3
FI,0.6016871,2,5,5,1,2,3
FI,1.4221756,1,4,5,1,1,3
FI,1.210901,1,5,5,1,2,2
FI,0.9180247,2,7,5,1,1,3
FI,1.8344038,1,4,5,1,1,2
FI,0.5458019,2,5,5,6,2,3
FI,1.1073093,1,4,5,1,2,2
FI,0.79286003,2,6,5,1,2,2
FI,0.6782711,1,4,5,1,1,2
FI,1.2960596,2,4,5,1,2,3
FI,1.0381615,2,4,5,6,2,2
FI,0.6379371,1,7,5,6,1,3
FI,2.0228786,2,4,5,1,3,1
FI,0.62061715,2,7,5,1,1,2
FI,0.62149423,2,7,5,1,2,3
FI,3.0220542,2,2,5,1,1,2
FI,0.8859082,1,7,5,1,2,3
FI,0.5251463,2,7,5,1,1,3
FI,0.6420742,2,5,4,6,1,3
FI,0.79181594,2,6,5,1,1,4
FI,1.9003899,2,4,5,2,2,1
FI,0.6999385,1,7,5,6,2,2
FI,0.8249903,1,4,5,6,2,3
FI,0.64833575,1,5,4,5,3,2
FI,0.7466961,1,4,2,6,2,4
FI,0.56384104,1,6,5,6,2,3
FI,2.2377326,2,2,5,2,2,2
FI,1.2945437,2,NA,5,1,2,1
FI,0.6281837,1,5,4,6,1,2
FI,0.65791655,2,7,5,6,1,3
FI,1.3823372,1,4,5,1,2,2
FI,0.6923993,1,6,5,6,2,4
FI,0.8014751,1,5,5,6,1,3
FI,0.9660738,1,4,5,6,2,2
FI,0.58133,2,5,5,6,2,3
FI,2.993196,1,2,5,2,2,3
FI,0.82531327,2,7,5,1,1,3
FI,0.64500386,1,6,5,1,2,2
FI,1.3959712,2,4,5,1,3,1
FI,0.67342526,1,6,5,1,1,2
FI,0.7118392,2,5,5,6,1,3
FI,1.543359,1,4,5,3,2,2
FI,0.8516767,2,6,5,1,2,1
FI,0.576471,2,5,5,3,2,2
FI,1.4968944,2,4,5,6,4,3
FI,0.84249383,1,6,5,2,2,2
FI,0.97936517,2,5,5,1,1,3
FI,1.171,1,4,5,1,2,3
FI,1.649873,1,1,5,6,1,3
FI,0.57161176,2,6,5,6,1,3
FI,0.71591973,1,4,5,1,1,3
FI,0.82106423,2,7,5,1,1,3
FI,0.6853712,1,7,5,1,1,3
FI,1.3738183,1,4,5,1,1,2
FI,0.71237576,2,7,5,1,1,4
FI,1.2717887,2,4,5,3,2,2
FI,0.7042884,1,6,5,6,1,3
FI,0.79839504,2,6,5,1,2,2
FI,1.6182467,2,4,5,1,2,1
FI,2.2654245,2,2,5,6,1,3
FI,0.996186,2,4,5,6,2,3
FI,2.8565483,2,2,4,2,2,3
FI,1.324634,2,5,5,1,2,2
FI,0.715221,1,5,5,1,1,4
FI,0.8237973,1,5,5,1,1,3
FI,0.855641,2,4,4,1,2,2
FI,0.7371972,1,6,5,1,1,3
FI,0.7823734,1,4,5,6,2,3
FI,0.6847857,1,6,5,1,1,2
FI,0.91069186,2,6,5,1,2,3
FI,5.674273,1,2,5,5,2,3
FI,1.4989225,2,4,5,1,3,2
FI,0.81877200000000006,1,4,5,1,1,3
FI,0.76479995,2,6,5,1,2,2
FI,2.969024,2,2,5,8,2,3
FI,0.51736414,2,7,5,1,1,3
FI,0.9147652,1,4,5,1,2,2
FI,0.71486723,2,7,5,1,1,2
FI,0.75737756,2,7,5,1,1,3
FI,1.331787,2,4,5,2,4,2
FI,0.66794884,1,7,5,1,1,2
FI,1.3126063,2,4,5,2,2,3
FI,0.68235457,1,5,5,1,2,3
FI,0.8114233,2,6,5,1,2,3
FI,1.3284498,1,5,5,1,2,3
FI,1.9341763,2,2,5,8,1,3
FI,0.6349693,1,7,5,1,1,3
FI,1.980769,2,2,4,6,3,2
FI,1.3651856,1,4,5,1,2,3
FI,2.3559086,2,2,5,6,1,3
FI,0.9774449,1,6,5,1,1,2
FI,0.5471615,1,7,5,1,1,2
FI,0.61538225,2,6,5,6,1,3
FI,0.5567726,2,6,5,1,2,3
FI,0.9774449,1,6,5,2,2,2
FI,2.5347836,2,1,5,6,2,1
FI,0.7208809,1,5,5,9,1,3
FI,0.6575322,1,7,5,6,2,3
FI,0.63019466,2,7,5,6,1,3
FI,0.93678594,1,5,5,2,2,1
FI,0.7971808,1,6,5,1,1,3
FI,1.1109886,2,4,5,1,2,2
FI,1.4412665,2,4,5,1,1,2
FI,1.003924,2,4,5,1,3,4
FI,1.6308157,2,4,5,1,1,2
FI,1.4241666,1,4,5,4,2,2
FI,0.7575847,1,6,5,6,2,2
FI,0.88233596,2,5,5,5,2,2
FI,1.2062438,1,4,5,1,1,4
FI,1.1109886,2,4,5,1,1,2
FI,0.661439,1,7,5,1,1,2
FI,2.1895432,1,4,5,1,1,1
FI,0.94855976,1,7,5,1,1,2
FI,0.66557467,1,6,5,1,1,2
FI,0.6593221,2,6,5,8,1,3
FI,0.6452998,1,7,5,1,1,2
FI,0.7050734,2,5,5,6,2,2
FI,0.8346067,1,5,5,6,1,4
FI,1.0193883,1,6,5,1,1,3
FI,0.5366029,1,7,5,1,1,3
FI,0.7608602,1,5,5,6,2,3
FI,0.8487634,1,6,5,1,1,3
FI,0.92286533,2,4,5,6,2,3
FI,0.6423016,1,6,5,1,2,2
FI,0.86745495,2,7,5,1,2,1
FI,0.82531327,2,7,5,8,2,3
FI,1.0398649,2,4,5,6,4,2
FI,1.2145419,2,4,5,1,2,2
FI,1.4575872,1,4,5,1,2,2
FI,0.6355116,1,7,5,4,1,4
FI,1.691064,1,4,5,4,1,3
FI,0.6985366,1,5,5,1,1,2
FI,1.7289598,1,4,5,4,3,2
FI,0.83426654,2,6,5,1,2,3
FI,0.73408985,2,6,5,1,1,3
FI,1.0540553,2,4,5,6,2,4
FI,1.4487048,1,2,5,6,1,2
FI,0.85227686,2,6,5,6,1,2
FI,1.3739341,1,4,5,1,1,3
FI,1.0026029,2,4,5,6,2,3
FI,0.6263339,2,5,5,6,2,2
FI,1.621588,1,5,5,1,2,3
FI,0.8046248,1,7,5,1,1,2
FI,1.8113228,1,1,5,6,2,3
FI,1.5397178,1,4,5,3,2,2
FI,0.67342526,1,6,5,1,1,2
FI,1.2953659,1,1,5,6,1,3
FI,0.73990124,2,6,5,3,2,3
FI,0.9734034,2,6,5,8,2,3
FI,2.0114748,2,4,5,2,2,2
FI,0.60330176,1,7,5,6,1,3
FI,1.1155814,2,7,5,3,3,2
FI,1.0118041,1,6,5,2,2,3
FI,1.2960596,2,4,5,1,2,2
FI,2.0903335,2,2,3,6,1,3
FI,0.6120184,2,5,5,6,2,3
FI,0.6174926,1,5,5,6,1,3
FI,0.58409643,1,6,5,6,1,3
FI,0.6659861,2,6,5,1,1,3
FI,0.73906755,2,7,5,1,2,3
FI,1.2388567,2,5,5,2,3,3
FI,1.1864905,2,5,5,1,1,3
FI,0.62880427,1,6,5,1,1,3
FI,0.8376854,2,7,5,1,1,2
FI,0.58166647,2,6,5,2,3,3
FI,0.6351951,2,5,5,6,2,3
FI,1.6588613,2,4,5,1,2,3
FI,0.5572942,1,6,5,1,1,3
FI,0.8737227,1,6,5,1,1,2
FI,0.66895986,2,6,5,1,1,3
FI,0.6161187,1,6,5,1,1,3
FI,0.6528384,1,7,5,1,2,2
FI,0.78820527,1,5,5,6,2,2
FI,1.5819485,2,4,5,8,1,4
FI,0.8405874,2,6,5,1,1,1
FI,0.7582271,2,7,5,1,2,2
FI,0.69533294,1,4,5,1,1,3
FI,0.8522709,1,7,5,1,2,4
FI,0.7719463,2,6,5,1,1,3
FI,1.7318166,2,4,5,8,2,3
FI,0.93143374,2,7,5,1,1,2
FI,1.2465693,1,4,5,1,2,3
FI,1.1215218,1,5,5,1,2,1
FI,0.7141163,2,5,5,1,1,1
FI,0.9936396,2,4,5,9,2,3
FI,1.5665799,2,4,5,1,2,2
FI,1.543359,1,4,5,9,2,1
FI,0.6635489,2,6,5,1,2,3
FI,0.60631543,1,6,5,1,1,3
FI,0.9510489,2,4,5,6,1,3
FI,0.5251463,2,7,5,4,2,3
FI,0.8305965,1,4,5,6,2,3
FI,0.5980144,2,7,5,6,1,2
FI,0.9556344,2,4,5,6,2,2
FI,0.78674424,1,7,5,6,1,2
FI,0.5310849,2,7,5,1,1,2
FI,0.77077043,1,5,5,6,2,2
FI,0.5447323,2,6,5,1,1,3
FI,2.548391,2,4,5,4,4,2
FI,0.83426654,2,6,5,1,2,3
FI,0.62414485,2,6,4,6,3,3
FI,0.933491,1,4,5,6,2,4
FI,0.74490565,1,5,4,6,2,2
FI,0.7983342,1,7,5,1,1,3
FI,1.5273811,2,4,5,1,2,1
FI,0.69380474,2,7,5,6,1,3
FI,0.8202513,1,4,5,1,2,3
FI,1.3450189,1,4,5,1,2,2
FI,0.7566627,1,4,5,6,1,2
FI,1.6665089,1,1,5,6,2,2
FI,0.67105865,1,7,5,1,1,3
FI,1.2684711,2,4,5,1,2,4
FI,1.2375699,1,4,5,1,2,3
FI,0.68989027,1,6,5,1,2,4
FI,0.7105897,1,6,5,1,1,3
FI,0.7454485,2,6,5,1,1,3
FI,1.596252,2,4,5,1,1,3
FI,0.748697,2,7,5,4,2,3
FI,0.6348058,1,7,5,6,1,3
FI,0.7136935,1,5,5,1,3,2
FI,0.6154601,1,6,5,6,1,2
FI,0.81778556,2,6,5,1,1,2
FI,1.8797672,2,2,5,6,1,2
FI,1.6844882,1,4,5,2,2,2
FI,1.5900675,1,4,5,1,2,2
FI,0.99899876,2,6,5,2,1,4
FI,0.74292445,1,7,5,1,1,3
FI,0.6969097,2,5,5,1,2,3
FI,0.65592366,2,5,5,1,2,3
FI,0.6685263,1,5,5,6,1,3
FI,0.8983506,2,4,5,6,2,3
FI,0.7472232,1,4,5,6,2,2
FI,0.6573066,2,7,5,6,2,3
FI,1.3904904,2,4,5,1,2,3
FI,3.5845442,2,2,5,1,1,4
FI,1.8057235,1,4,5,2,2,3
FI,0.77732164,1,4,5,6,2,4
FI,0.7077629,2,6,5,1,1,3
FI,0.7951539,1,7,5,1,2,3
FI,0.8376854,2,7,5,1,2,2
FI,0.7267205,1,7,5,4,3,2
FI,1.7725831,1,4,5,1,1,3
FI,0.5639373,2,6,2,6,4,2
FI,1.297928,2,4,5,2,1,3
FI,0.89147305,1,4,5,1,2,1
FI,1.2497959,2,4,5,1,2,3
FI,0.6163853,2,5,5,6,2,2
FI,0.62998307,2,5,5,6,2,3
FI,0.80033356,2,6,5,8,1,4
FI,1.0058922,1,5,5,6,2,3
FI,1.4436795,2,4,5,1,2,2
FI,0.5478069,1,7,5,1,2,2
FI,0.61827344,2,6,4,6,2,2
FI,0.5049045,1,7,5,1,1,3
FI,0.79976565,2,7,5,1,1,4
FI,0.5834205,1,5,5,1,2,2
FI,0.6506462,1,7,5,1,2,2
FI,0.79885375,1,6,5,1,2,2
FI,0.8947456,2,5,5,1,1,2
FI,0.5475625,2,5,5,6,2,3
FI,0.71908337,2,6,5,1,2,3
FI,2.1310985,2,2,5,6,1,3
FI,0.88651216,1,6,5,1,2,2
FI,0.93697685,1,6,5,1,2,2
FI,1.691064,1,4,5,7,1,3
FI,1.5518781,1,1,4,6,2,3
FI,0.50123674,2,7,5,9,1,4
FI,0.73518026,1,4,5,6,2,4
FI,1.288362,1,4,5,1,2,2
FI,1.4787998,1,2,5,3,3,2
